http://www.w3.org/ns/prov#wasDerivedFrom	http://purl.org/dc/elements/1.1/format	Reference	Number (Appenidx I)	Family	Species	Loads	Nest	Obs.	M	Acanthaceae	Adoxaceae	Aizoaceae	Amaryllidaceae	Altingiaceae	Anacardiaceae	Apiaceae	Apocynaceae	Aquifoliaceae	Araliaceae	Arecaceae	Asparagaceae	Asphodelaceae	Asteraceae	Balsaminaceae	Berberidaceae	Betulaceae	Bignoniaceae	Bixaceae	Boraginaceae	Brassicaceae	Cactaceae	Calceolariaceae	Campanulaceae	Capparaceae	Caprifoliaceae	Caryophyllaceae	Chenopodiaceae	Cistaceae	Clusiaceae	Colchicaceae	Commelinaceae	Convolvulaceae	Cordiaceae	Cornaceae	Costaceae	Crassulaceae	Cucurbitaceae	Cunoniaceae	Ebenaceae	Elaeagnaceae	Ericaceae	Escalloniaceae	Euphorbiaceae	Fabaceae	Fagaceae	Frankeniaceae	Gentianaceae	Geraniaceae	Grossulariaceae	Heliconiaceae	Hippocastanaceae	Hydrangaceae	Hypericaceae	Iridaceae	Juglandaceae	Juncaceae	Krameriaceae	Lamiaceae	Limnocharitaceae	Lauraceae	Liliaceae s.l.	Linaceae	Loasaceae	Lythraceae	Malpighiaceae	Malvaceae	Melanthiaceae	Melastomataceae	Meliaceae	Mimosaceae	Molluginaceae	Monocots	Muntingiaceae	Montiaceae	Myrtaceae	Nitrariaceae	Nyctaginaceae	Oleaceae	Onagraceae	Orobanchaceae	Oxalidaceae	Papaveraceae	Parnassiaceae	Passifloraceae	Phytolaccaceae	Pinaceae	Plantaginaceae	Plumbaginaceae	Poaceae	Polemoniaceae	Polygonaceae	Pontederiaceae	Primulaceae	Protaceae	Pteridaceae	Ranunculaceae	Resedaceae	Rhamnaceae	Rosaceae	Rubiaceae	Rutaceae	Salicaceae	Santalaceae	Sapindaceae	Saxifragaceae	Scrophulariaceae	Solanaceae	Sterculiaceae	Tamaricaceae	Theaceae	Turneraceae	Ulmaceae	Urticaceae	Verbenaceae	Violaceae	Vitaceae	Xanthorrhoaceae	Zygophyllaceae	Unknown
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L303	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Wood et al. (2019)	96	Apidae	Bombus ternarius	62	null	null	62						5.5			0.3					12.4												1.9																8.4			33.5					0.0				4.3					2.0								0.9																				1.0					0.7							2.0	25.2			2.0																	
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L304	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Wood et. al. (2021a)	98	Apidae	Bombus terrestris	166			166							0.3							3.1	3.3		0.3			6.9	2.4								1.0													4.5	0.7		35.2									1.7					2.2			0.7			1.3		0.3												0.7		5.8		5.1					2.8									0.8		0.3	12.5			0.9		0.1		5.2	1.6												0.3
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L305	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Wood et al. (2019)	96	Apidae	Bombus terricola	65	null	null	65						3.6								13.5							7.3					6.5	2.2															1.8			35.1									5.5					0.3								1.3													1.8								1.4									6.9			10.8			2.2																	
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L306	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Wood et al. (2019) + Wood et al. (2021)	96; 98	Apidae	Bombus vagans	80	null	null	80						1.6	1.1							15.0	0.2						0.2					0.5																0.4			44.5									10.2					8.5						0.1		0.0														0.2							1.9												13.2								2.3												
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L307	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Wood et. al. (2021a)	98	Apidae	Bombus veteranus	69	null	null	69														3.6						2.4													0.0									2.9			63.9									0.1					12.4						2.5														0.5		9.2																			1.5							0.9									0.1				0.0
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L308	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Wood et. al. (2021a)	98	Apidae	Bombus wurflenii	87	null	null	87														1.1										0.0																		1.3			18.8									3.6					5.0																						45.2							4.2									19.1			0.7								1.0												
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L309	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Wood et. al. (2021a)	98	Apidae	Bombus zonatus	47	null	null	47														15.6						28.7									1.1																31.3									0.1					18.4																													4.8																																
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L310	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Novel data	n/a	Andrenidae	Camptopoeum friesei	15	null	null	15														100.0																																																																																																										
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L311	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Novel data	n/a	Andrenidae	Camptopoeum frontale	11	null	null	11														100.0																																																																																																										
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L312	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Novel data	n/a	Andrenidae	Camptopoeum sacrum	12	null	null	12														100.0																																																																																																										
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L313	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Michez et al. (2008)	24	Melittidae	Capicola aliciae	6	null	Obs.	10			100.0																																																																																																																					
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L314	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Michez et al. (2008)	24	Melittidae	Capicola braunsiana	21	null	null	21			100.0																																																																																																																					
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L315	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Kuhlmann and Eardley (2011)	17	Melittidae	Capicola micheneri	16	null	null	16																																													100.0																																																																											
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L316	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Michez et al. (2008)	24	Melittidae	Capicola nanula	3	null	Obs.	10			100.0																																																																																																																					
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L317	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Michez et al. (2008)	24	Melittidae	Capicola rufiventris	5	null	Obs.	10			100.0																																																																																																																					
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L318	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Milet-Pinheiro and Schlindwein (2010)	26	Halictidae	Ceblurgus longipalpis	10	null	null	10																																		100.0																																																																																						
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L319	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Quiroz-Garcia et al. (2001)	67	Apidae	Centris nitida	41	null	null	41						8.4								10.7				0.9		0.8		0.0																						0.0	10.6													0.4								27.3	0.0									17.8				0.0																							2.9		2.5			14.6							2.9					
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L320	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Novel data	n/a	Apidae	Ceratina calcarata	29	null	null	29		3.0				8.1								46.7							12.2														1.2										12.2																																															3.0								9.9			3.0		0.5															
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L321	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Novel data	n/a	Apidae	Ceratina dupla	15	null	null	15		12.6					7.6							40.1							7.6																								4.2														1.1						5.7															4.7																				5.9			10.5																	
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L322	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Novel data	n/a	Apidae	Ceratina mikmaqi	24	null	null	24						4.7								50.8							5.7					0.5	0.5						1.7												5.6														10.8																																									19.5																				
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L323	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Maubecin et al. (2020)	22	Apidae	Chalepogenus cocuccii	17	null	null	17														4.8									4.2										0.3																1.3																																	1.3																									79.8													8.2
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L324	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy et al. (2008)	76	Megachilidae	Chelostoma aureocinctum	10	null	null	10																																																																																																															100.0									
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L325	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy et al. (2008)	76	Megachilidae	Chelostoma californicum	36	null	null	36																				100.0																																																																																																				
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L326	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy et al. (2008)	76	Megachilidae	Chelostoma campanularum	34	null	null	34																								100.0																																																																																																
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L327	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy et al. (2008)	76	Megachilidae	Chelostoma carinulum	10	null	null	10																																																																																																	100.0																							
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L328	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy et al. (2008)	76	Megachilidae	Chelostoma cockrelli	14	null	null	14																				100.0																																																																																																				
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L329	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy et al. (2008)	76	Megachilidae	Chelostoma diodon	36	null	null	36														99.6							0.4																																																																																																			
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L330	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy et al. (2008)	76	Megachilidae	Chelostoma distinctum	18	null	null	18																								100.0																																																																																																
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L331	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy et al. (2008)	76	Megachilidae	Chelostoma edentulum	28	null	null	28														0.1							95.3																																																																												1.3	3.3																						
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L332	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy et al. (2008)	76	Megachilidae	Chelostoma emarginatum	32	null	null	32																																																																																																	100.0																							
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L333	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy et al. (2008)	76	Megachilidae	Chelostoma florisomne	46	null	null	46																																																																																																	100.0																							
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L334	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy et al. (2008)	76	Megachilidae	Chelostoma foveolatum	15	null	null	15																								100.0																																																																																																
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L335	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy et al. (2008)	76	Megachilidae	Chelostoma garrulum	10	null	null	10																								100.0																																																																																																
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L336	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy et al. (2008)	76	Megachilidae	Chelostoma grande	20	null	null	20																										100.0																																																																																														
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L337	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy et al. (2008)	76	Megachilidae	Chelostoma hellenicum	11	null	null	11																								100.0																																																																																																
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L338	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy et al. (2008)	76	Megachilidae	Chelostoma incisulum	29	null	null	29				4.8																95.2																																																																																																				
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L339	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy et al. (2008)	76	Megachilidae	Chelostoma laticaudum	15	null	null	15																								100.0																																																																																																
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L340	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy et al. (2008)	76	Megachilidae	Chelostoma minutum	18	null	null	18				23.6																69.9																																																																																																				6.5
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L341	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Westrich (2010) + Sedivy et al. (2008)	88; 76	Megachilidae	Chelostoma mocsaryi	56	null	null	56							0.1					99.9									0.1																																																																																																			
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L342	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy et al. (2008)	76	Megachilidae	Chelostoma nasutum	24	null	null	24																								100.0																																																																																																
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L343	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy et al. (2008)	76	Megachilidae	Chelostoma phaceliae	46	null	null	46																				100.0																																																																																																				
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L344	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy et al. (2008)	76	Megachilidae	Chelostoma philadelphi	21	null	null	21																																																					100.0																																																																			
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L345	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy et al. (2008)	76	Megachilidae	Chelostoma rapunculi	36	null	null	36																								100.0																																																																																																
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L346	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy et al. (2008)	76	Megachilidae	Chelostoma species 3	13	null	null	13																					24.0								40.7																																																																				31.2	3.4																					0.7	
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L347	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy et al. (2008)	76	Megachilidae	Chelostoma styriacum	11	null	null	11																								100.0																																																																																																
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L348	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy et al. (2008)	76	Megachilidae	Chelostoma transversum	21	null	null	21																										100.0																																																																																														
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L349	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy et al. (2008)	76	Megachilidae	Chelostoma ventrale	34	null	null	34														100.0																																																																																																										
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L350	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Novel data	n/a	Andrenidae	Clavipanurgus punctiventris	10	null	null	10																					100.0																																																																																																			
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L351	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Müller, A. & Kuhlmann, M. (2008)	32	Colletidae	Colletes abeillei	46	null	null	46														96.0																																																																																				4.0																						
